0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
-2.318671957,-0.559511915,2.231246643,2.690490425,-6.635791235,5.489800707,4.357731633,-1.73418149,2.84897077,-2.64813225,0.624178231,-1.89707993,5.74716394,0.207011186,1.13737689,0.482188091,0.133575674,-2.652320623,-0.847654596,2.215196881,-0.511943037,-6.792645495,-1.138714422,0.863593675,-1.816809844,2.643804649,-5.956137016,5.202048048,-1.093987197,-4.440009374,-0.875327542,0.581331766,0.340804055,2.293865282,-14.05589537,-1.762575662,3.358158436,6.017673373,0.886335172,0.555926159,0.91437367,3.850594871,-4.676252704,2.807632217,-0.053954292,-6.964614592,-4.057647284,7.29143364,-0.690966846,-1.808263674,8.195936352,-0.746681243,-2.126558855,-0.727388758,-6.868311971,0.920550601,-0.560224637,1.620358974,-0.613693792,4.591853194,-1.060406871,-5.241212284,-3.602976274,-1.793959394,-1.822627515,-2.178220641,0.425835542,-5.131156713,5.085562594,-5.02387169,-5.259151481,0.249248642,-5.15613091,2.70687138,-2.733386974,-1.647085272,2.290423401,1.764003061,2.168753687,-1.460322019,-1.026639126,-2.291481288,-1.451728899,4.986465901,3.080737457,3.145444505,1.882098258,2.318910389,-2.042343885,-4.520827904,-0.969894052,-5.682436574,0.118051209,-1.67639336,7.695684589,3.825133208,0.247146815,-3.852904379,0.779951885,-1.163409472,0.778679801,5.760216512,1.21151774,-2.66909429,-2.734095041,1.947570585,0.791742556,-3.49774668,-1.956613064,-6.491042145,1.504526131,0.924510947,0.892168757,-0.198928066,-4.784573862,-0.894091398,-2.19939362,-1.274526631,0.009964135,0.403806917,2.686972996,-2.885508865,-0.59515702,-6.377146885,-1.14001561,9.887068853,-0.239468003,1.176297687,3.975924201,-1.148920932,-1.132636659,1.521529097,-1.19564895,-3.356287882,0.815132758,-1.121023335,-1.471523419,-0.037416011,-6.824057706,-1.533909123,1.289863478,-0.514984805,-2.891970553,1.568449341,0.527320012,-0.505717497,3.790527709,1.013474343,-1.057812154,-4.377950214,-1.749480058,-0.677555379,0.856921814,-1.76266624,-0.496660218,15.07092968,-4.842710052,-4.785523448,-0.893352963,-4.569994111,-3.72346741,2.407583788,-5.195236906,0.542955055,3.346588433,3.911553759,2.298104841,-3.95816298,6.171694577,-3.866677642,-2.962508172,-2.651670184,4.753983162,2.000446845,8.754717141,3.384688731,-5.350331783,-1.912469249,5.528428122,4.076479241,-3.179945907,-5.527219802,-3.410029478,2.861946687,0.090025611,5.499038726,-1.102014426,1.515087724,2.399637345,6.703337122,1.015911747,-6.625357555,0.699982299,-0.609108223,-2.034434408,-1.753110528,-5.124142103,2.707794636,7.598577961,-0.386624575
-0.648488134,19.38775349,-7.641675502,2.128321975,-4.132552668,9.352017701,5.536574814,-1.238226328,-3.644012108,-2.600573614,0.793395407,-6.741896868,0.614330351,3.833382338,-9.262217164,6.592136741,2.458783329,-2.985129058,-5.344165266,-12.38553412,-6.228908896,-7.442310452,0.340127856,6.785444945,-6.986235589,4.537625983,-7.310051441,7.360571072,-5.186848164,-3.48077184,-8.343076292,9.609730482,-3.222380504,9.261879385,-3.674529016,4.729363263,-5.825175848,6.303825423,-0.839278132,4.173202947,3.264168703,5.517346323,-0.124187082,-2.548020687,10.76865494,-3.243850999,-8.741683125,4.164122581,2.845158756,4.092370957,9.799609061,-1.253458798,-7.463353187,-0.169908747,-3.976126336,4.687436193,0.393613687,-3.473298907,-0.170515954,3.275614738,3.896689773,-0.59974888,10.72380507,-1.424696237,-0.348311845,7.368567457,2.233985551,2.940001011,-10.95896624,0.444720116,-6.732656099,2.474506676,1.148071818,-1.807845414,-1.213078082,-2.130871132,10.00691849,-5.581959933,3.982848942,-5.841850817,-6.474597007,-4.192251325,-5.016045272,-0.041251779,1.213205926,-4.805114672,-5.933492959,3.099787414,-3.171461731,-1.13329789,-5.892568409,-4.637819724,2.051758349,-2.47099492,7.217670068,-5.541412726,-1.728761822,1.756853789,-1.860657715,-5.849408686,-1.156401515,3.124648407,4.847937331,4.525764465,-2.310814274,-1.010757953,-1.114747226,-5.65102578,11.14717251,-2.202430487,5.369231999,-1.453431696,3.312598109,14.28377801,0.594957456,-8.109118134,4.998004436,6.326813623,-9.49153617,-0.460695326,5.218470223,-3.932062596,-3.256053571,4.273329146,2.437972784,7.709731102,7.640531003,1.355055273,4.166045114,-4.430071334,10.69089814,-5.276534945,-2.309318051,-5.924280286,0.96885144,-0.245336212,-2.134519309,-6.038559467,-2.259615496,-1.551312041,-0.815137491,8.191124141,2.083800524,-5.155909479,0.268374413,-3.389352858,0.579631463,10.25926316,-3.11533165,-11.9081594,-2.170808151,-4.681696801,-4.334566325,-6.05032837,-0.458840072,11.78672761,6.131740749,-6.83131817,-6.225997001,1.886206537,2.764062524,1.635520931,-3.241309613,-2.589796972,1.023661271,-3.554801464,-3.144219041,-13.038082,-5.282081366,-5.431158416,1.179343998,8.823354825,-7.663021311,9.976180941,2.21122282,2.049351901,-6.189755321,8.951554954,0.882629432,1.321609576,-1.612921834,-2.692718349,-6.769991159,9.239409924,-1.693212032,-1.561725974,2.702436969,4.236754537,1.155204765,-2.707968608,-2.079612911,-4.303232074,4.85755688,-3.463246375,2.899732113,-14.38436329,-7.539227337,0.794780463,10.76628476,7.168212205
-0.862529814,9.189890981,-3.402945884,9.883232445,7.382534876,6.915149957,7.912249804,-7.474507451,-3.002674997,-1.080602497,-3.419999762,-4.070226192,2.75042139,-2.966893662,0.306375772,8.09464249,2.595264763,-4.594093934,-5.770840645,-2.950552106,1.641995728,-13.32904667,1.721777111,6.352047324,0.689495325,-1.23758775,3.246314034,0.823111638,-0.681801915,9.019279003,-1.094010063,5.94213587,-1.087375052,-6.615595609,-1.570449848,4.052175909,0.067625619,1.303545177,-0.347023368,5.788011968,2.762855299,-2.500795588,-3.393300384,1.071316347,1.286565587,-4.892941825,-13.9627502,12.7152338,-3.452497065,-3.058042079,15.59657803,4.184004977,-11.09547345,2.653849751,-5.472153634,7.809015721,-4.437379122,-6.85900756,6.338686079,1.220748097,5.126575172,-3.968741417,5.878877714,-4.003936917,-1.166907724,1.095414974,4.461921036,1.750009328,-4.099705543,-1.651619047,-2.113828193,-4.353362441,-2.027819257,1.236611307,-0.663716793,-5.280130103,5.482896518,-3.190733328,7.148289368,-1.22203429,1.942634702,0.325757504,1.226473302,-1.631110787,-7.461835891,-4.450950846,-2.564995587,-3.334168211,-3.637871146,7.524203718,1.409337196,-8.468733639,-0.79674989,2.897081658,6.954387002,3.279754937,-8.713998586,0.461051524,-4.6161834,-4.476023972,-0.792376682,1.063955367,3.904870987,-7.653705932,-8.065125674,1.282536164,-1.833899826,-2.447879001,-6.444173217,-2.404282629,0.56224072,1.920812515,-1.293159485,2.060295066,5.810642898,1.032672554,-8.865963399,7.100344293,-4.223588467,5.589099914,4.593818814,-7.465840891,1.166644901,4.15353334,-3.815677702,4.937648118,0.181027204,-3.348063111,-3.921251222,-0.357539251,10.39253941,-3.046120286,0.573814213,0.572791282,0.4911258,1.899586759,1.649442643,-2.949684262,-3.1391469,1.085391425,-0.249853887,-2.027766988,-4.851691484,-13.30988982,-0.34991765,-1.872648876,9.111147765,-0.458428919,-7.59049958,-8.244840384,0.100243106,2.339800403,3.793421447,-5.598843634,4.670139377,11.71660304,1.054201722,-2.818081021,-4.321266212,5.269774929,-2.921210393,-14.02740884,-4.151475996,-3.554797124,-1.592101336,5.214434817,-6.484998316,-7.685383067,-10.73035046,-5.211908013,-1.741586387,6.431576332,4.646296233,9.44040291,0.777509063,1.732942544,-1.414539993,14.23644638,-2.652374119,3.824363046,-1.409123987,-4.965677857,-11.2626704,1.600840449,0.170281202,1.292283475,3.659230128,-1.749049868,-0.0352389,-5.397824198,2.774137199,-6.752421081,-3.616995454,-0.051299715,2.509254456,-15.60053432,-7.508673251,8.297961488,7.531045794,-2.365721428
10.28399816,9.777574137,-10.81100657,7.977452964,-16.96403225,4.046487957,24.25390626,-1.856147476,-8.804603785,0.51722715,-9.617923678,-5.630044699,-1.363209903,11.63033327,-8.857295088,19.31201726,13.99912784,0.45403876,-1.455169022,-14.18165369,-5.326699845,3.585345358,-2.480930343,11.30133428,1.27503987,1.148199327,-4.731017411,7.700667433,4.795470871,-2.630016148,-3.156257167,10.6418629,2.378702044,-0.272367701,-1.63594985,13.25171427,-5.498203389,11.44532877,1.143391788,8.253403008,1.181185737,9.109788638,7.683796853,-0.18331961,5.745553486,4.826782074,-20.48661432,6.908055559,-0.105256751,1.322174616,13.8141202,-9.397294425,-19.55327097,1.223757118,-9.11570859,7.057086714,7.497163899,8.355459027,3.877694488,-4.698948159,19.08066367,2.363182124,11.40862384,-12.67596303,0.126018524,5.456243366,2.499996051,-0.791200027,-2.151367292,-6.587360829,7.17299515,-5.092803985,4.169014066,-5.840136543,14.26442103,-7.696942031,10.04116066,-2.347053291,8.073232919,-11.12496071,-9.516981843,-1.160249412,14.50325027,1.478685945,-1.767679116,-4.163771391,2.628430456,-4.181882784,-7.565890744,-2.028014572,0.893224516,-17.47189535,2.122438014,-7.570517987,6.539044298,5.42670219,-3.701581746,-2.511869103,-1.558922961,-4.004638009,10.51845878,2.17722106,-0.206614882,0.536214795,-7.413972118,-1.01404722,-9.768154979,-4.995892167,4.361381918,-15.84553863,10.77690736,-17.23793475,0.080489859,4.976423681,5.082174376,-9.757492155,-0.687613577,9.960916519,-6.535773635,1.399096489,-1.88350153,-7.702723585,-0.876813397,8.556943607,-2.773965746,15.10755423,12.7064792,5.807270475,-3.198745579,3.591337413,18.83546881,-2.029812828,9.389319196,4.243502855,1.14817395,-0.113143116,2.556695133,2.610598352,4.541439503,-9.805195804,6.227827899,-4.340259256,-8.565926626,-15.53669044,-6.786376778,-2.539715864,7.640151143,10.88392505,-3.948607408,-12.40724844,-8.114529975,13.55328475,-0.150012344,-5.192130312,-0.074602954,9.486010805,8.521829933,-5.606791586,-6.388030559,2.173337206,1.204587907,-10.9797318,2.293010354,-0.674553961,-8.44440797,-14.04824683,2.161502123,-18.16618122,-20.26248986,-4.849824406,-1.382858835,7.508370079,-6.885279834,14.05657485,7.364410553,13.02900942,-10.33392656,14.9072108,-3.625997629,-1.161792338,-6.58112511,6.939710222,-23.20551634,-0.948659427,-4.965231642,2.627168313,-2.433691263,9.904127508,-1.341949515,3.637670368,5.704967022,-9.176866204,-5.073887005,4.087142833,-1.739893414,-21.09550525,-4.360628128,1.676449746,16.56064284,5.927379698
6.381181106,12.25356306,-17.20928084,10.22593826,-3.742983749,10.12045658,15.99379303,-2.817320012,-6.882452056,-3.653890096,-9.137229964,1.534128785,-9.724860162,-7.811283071,-2.733158007,3.578716222,-3.062802598,2.921592444,-8.373411931,-5.031378865,-8.359078258,-3.46177353,-4.17687742,15.97664021,7.523416056,-5.903046176,-9.379772753,-5.619707525,-2.782452479,5.089918673,1.76774428,3.418318694,-6.280224547,-5.035204209,-3.929029435,3.087983042,-10.39909592,-8.447448954,-2.553050309,6.234646946,1.260963935,9.779325336,-3.351834178,-11.59969553,-2.379356652,-0.452238098,-13.29594963,14.21241429,-4.454464735,7.148048051,13.17409539,-0.438817322,-3.268841587,-1.679131915,9.044446319,-1.861829631,-0.891620629,0.975473762,22.25328809,-4.770123497,15.36968879,-0.715185832,23.56073784,-9.668665284,-16.7321669,-2.752651704,-5.497483506,13.22208026,-10.29126701,1.042572245,2.947667725,7.121362746,1.974966572,1.144245178,-7.836838007,-7.629821867,15.06422557,1.342877626,10.94988441,-8.941900605,-13.38504019,7.305154204,5.289627604,6.26603011,1.899806125,3.935916021,-0.660565078,-9.971706405,-19.18362486,1.989921823,3.576732337,1.294718623,13.1467893,5.160205022,17.89021331,5.812441289,-8.783157736,-2.531355269,-9.54548049,-22.95579374,10.37262338,4.400288999,2.33422601,-9.729807653,0.98838038,6.058548064,5.028581917,5.479810286,7.155064479,-11.95986623,1.338409588,-5.829017088,6.427107692,14.5427579,5.969727576,7.853456646,-3.146637887,5.057906389,-2.006913386,14.2869272,12.50456136,-0.050114781,-8.537009537,13.67427802,1.871907242,8.234414876,4.536474176,9.283706591,-4.403595666,-0.110658467,6.61538147,-1.666873645,7.048630133,12.20588896,-5.785724841,7.085030142,-13.57952771,6.704105403,3.545529388,-2.633650884,-5.978927493,-2.830861948,-1.587740503,-18.12432872,11.04106918,-6.450191468,9.936861793,18.64901803,-6.499210492,4.215682354,-4.09729901,-7.451637931,12.0857609,-8.148613647,-2.179873481,9.61424241,12.64476124,3.715012312,-3.652105317,18.01443677,5.624460645,-22.97097674,7.647467315,12.09971435,-8.81880796,2.205362156,4.299258422,0.478487998,-7.337928429,-4.631733835,1.843836803,10.57798956,5.001545519,21.11171305,-3.656500995,2.981727734,-17.00942716,27.12471962,-1.525902573,5.533527568,3.477138907,2.527110592,-19.74519819,-9.927969515,-13.95918681,6.269634038,-2.247618973,7.85515753,11.27591956,4.398685291,3.845854104,-0.467175215,0.330931447,9.666475373,0.293024421,-17.58534787,-13.01034233,0.509263635,11.83771104,6.730213568
0.434755638,7.55581291,-2.56833227,-2.286646724,-10.89093012,1.311207034,0.748253495,-3.211792083,-1.745951951,-0.595109582,-4.116288376,6.195605114,-5.926045597,-4.200033706,-1.799210608,5.464276239,5.045992458,-1.006331384,-2.425477676,-5.423835218,-2.023605496,1.324457437,-8.500501066,-4.369156793,2.629509866,2.145538032,-7.705068324,-4.604645252,-3.729673982,-4.173470855,-3.491893575,3.324046999,-2.763298959,4.930817708,0.826909602,3.296649754,3.123350495,6.003756046,0.601230823,8.568966322,-2.054484988,-1.632289261,-5.878458276,4.267924163,3.094072104,2.775587752,-0.76063754,6.117624074,1.186345667,0.526972473,5.25830194,-2.942565598,-1.979572609,-2.920195732,-3.668582773,3.003888905,3.026583973,-2.739022717,5.399533719,-9.838249207,5.48625055,-1.0701994,-0.75401935,-2.561829478,-2.979167819,0.940914288,1.733268797,9.441153973,-8.481608108,-0.22963348,-6.235470533,0.468836399,4.529293425,-1.186659019,-0.002316691,-6.099995978,-1.336844206,-0.421155155,-3.013979942,1.9869131,-12.21934903,1.418596059,-1.648390383,-1.039710878,1.689466327,14.13174301,2.800437775,-4.501809627,-9.587857351,0.390219569,-10.28786083,-6.020221606,-0.955459163,0.232379034,1.456740569,8.183131196,4.812635832,-0.313870504,8.194872018,0.443120793,2.287887454,-6.768126056,-1.63214311,-0.981092244,1.510721236,-2.304919541,-2.564464673,-4.310453578,5.111147813,-5.656106396,6.287914407,-2.121513303,1.082489789,10.37756082,12.40376151,3.825877786,-5.660473943,0.549079597,-4.212888256,1.254148182,-2.612878323,-1.164049193,-11.99560288,9.330691822,1.71618627,2.59275113,3.122943953,4.148432851,-1.577289432,-4.635818541,6.976203769,-8.717112631,2.607944293,4.251489341,-1.107847977,-0.875024796,-4.275031507,1.450158775,12.11354089,4.989297837,-1.794367582,0.175910771,6.713922322,-8.588239253,-0.006972566,-0.955803626,6.125868931,-2.080364361,-3.563495964,3.061151639,-7.501591533,0.935438082,-7.212068483,-2.677797712,1.059089668,3.177448303,-2.538648665,1.528097227,-7.475227237,1.612874433,-0.464594096,2.150805235,-0.461283514,3.116210014,-4.599973515,-10.3664256,-6.658546269,-3.630157471,0.04090628,2.955056034,0.546338044,1.647432283,-1.918771889,5.551180273,-3.706286613,4.664678939,-5.266315952,9.073981524,0.570781514,0.621306062,0.143080585,-2.034609437,-8.855695365,-6.84883181,-1.811212718,5.51061514,3.034464911,13.36505349,0.593253367,-2.963725477,-3.544459373,-2.759914175,-3.733386487,3.106125295,-2.859368809,-4.666651458,-4.645525128,-1.50110811,7.131217152,5.155270189
-3.338059874,1.862970889,3.073761016,5.087657809,-3.055227607,3.332580879,3.978836298,-2.419992413,1.301072879,-2.41477756,-2.971952409,-3.056909516,-3.551923394,-0.889006287,5.59071058,2.810053736,2.232790381,4.08667028,-3.490590513,-2.074625619,-6.436257243,-6.446252704,-4.191349566,6.007415861,0.274108708,0.777715072,-0.261380434,1.298985437,6.627713799,3.955494881,-2.395689636,3.700584278,0.21238023,-4.272540331,6.121601939,8.680757344,-6.244437322,-2.433175266,0.877231926,-6.40411377,-4.326516595,0.452913582,4.324825346,-0.785016,1.65798597,2.37739253,-10.95044923,10.44395763,-3.396116093,5.545278072,10.55969867,-2.383810826,-1.911260143,5.450275064,-0.028043054,4.452210069,-3.677317686,2.360768378,6.590025306,-6.171205878,0.968091562,0.861004412,-0.811865911,0.70553799,-7.014385641,-7.808438435,3.045732796,2.763074785,1.716133922,3.142055005,2.162936687,-7.136089444,-4.883580521,0.036962196,-1.417320155,-0.214598328,11.87937522,2.405229196,-1.205698267,-0.150632262,-2.739939928,2.127808303,-0.112476528,1.648285575,-7.471314535,-10.18241841,-1.563740492,-0.534243941,-5.487067074,8.2979301,4.448317409,-7.086429954,7.827435523,4.130719973,11.89348537,2.632291019,-2.446958087,-0.418825626,-1.284446716,-4.016377151,4.047682155,4.846150219,-3.515347958,-8.210421443,-1.866243405,5.716187447,-5.538116347,-2.495561987,1.674065799,0.308178306,6.326191187,-4.481323499,2.75532636,2.575693667,1.580558624,5.46720715,4.756777525,3.039883241,-7.407073751,3.542789459,5.793102771,-8.703595594,-2.279009372,5.214140266,-1.414948344,6.933027297,3.868947629,1.408404991,-2.24867861,-1.482622236,1.65659672,0.244962487,6.309866428,3.369482517,0.809169561,1.530131184,1.308389962,4.68246448,2.538932256,7.5200167,-3.089218438,-4.233442731,4.330655754,-6.756102592,-2.575810105,-4.983074963,5.828542173,10.86469221,4.931588836,-8.736126989,-4.815186508,0.038542137,6.192666158,-1.936239704,3.176649559,8.46526771,3.093453497,0.099678621,-4.754728198,1.944798119,-3.940852344,-12.51200205,-3.010345476,2.282192945,-2.919945717,8.843907416,-1.16788666,-0.940978169,-9.826532304,0.079376221,2.941922694,8.480371535,6.264603555,7.361053629,-4.704815269,0.031095654,-3.176087499,5.713041902,-4.162587712,-0.909616351,-4.162702639,-4.432624757,-11.36688648,-5.662445545,-7.520056069,2.368963584,4.450211346,-7.331378616,2.821545139,0.142877268,3.771075308,-6.03668043,-2.087458182,4.743166924,-4.984292954,-6.333038323,-7.293150276,9.655266106,5.881272107,0.464194775
-2.900372468,2.649350718,1.742327981,4.094136357,-11.77301496,10.32655114,3.744654894,2.875092551,-3.462320402,-7.329312921,-1.612615287,2.010683775,7.630350709,4.130403437,1.734891459,4.58770889,-3.324146383,5.006303906,-1.914770007,-11.09936517,-6.740801215,-4.357421875,1.446815491,1.713224858,-1.927900642,-0.163628578,2.129832193,2.044662178,-0.529168774,-2.163825631,-3.418080091,2.257405503,2.068316236,-5.485490888,-4.170113057,9.784124792,-0.038735628,-1.075372614,2.760847613,3.654354781,2.903157353,2.723267369,-2.215839446,9.065407187,4.273516372,5.992174461,-12.60269937,7.7330103,-0.765165865,-6.843152568,12.2483288,-9.009706182,-8.869319469,1.400515407,-6.377588749,3.847199604,2.387732148,5.994995594,8.405873746,-0.903528154,7.723369181,-0.548593581,1.458040059,-8.404182553,-4.701221079,-6.702568322,5.243472725,9.275133222,-10.18879074,8.189370424,-0.643805735,-1.559524357,-2.586430252,-4.391687036,-1.733162403,-7.307763875,4.247419894,-3.799987197,-0.429517299,-2.224032998,-9.63160038,-2.268586233,5.482951201,-2.595286204,2.38272433,-2.212005749,2.351393417,-1.327739358,-0.140318908,2.158679843,-0.178739958,-11.12008327,-2.028892167,0.934640825,5.979322016,-3.23887381,-4.036292285,-4.22154218,0.227804646,-2.993849963,2.582783327,-2.357040718,1.141585171,-3.123497739,-4.716054946,-9.591663331,5.8476566,1.043309033,4.399609596,-6.069045544,-0.044263467,-12.24942896,-0.838251472,4.138581872,-5.996199529,3.332047582,2.880423605,1.752498716,-7.204461902,1.968653388,0.040447436,1.467650115,-4.001335025,-2.519371599,0.900564432,7.604531813,-2.218337238,-2.909973919,0.698812321,-0.618227899,5.230208516,-1.047076136,4.753694862,-2.066857778,-0.179554492,0.65416491,-4.971195996,-1.1361745,0.657933518,2.184638917,3.144065589,0.330172062,-3.314700007,-8.858146369,0.469163254,-2.575516932,11.61678791,5.269839197,-1.040409058,-10.12105154,0.015907109,2.473653629,-1.27856046,-5.642017007,7.890607059,5.321944118,0.636573613,-3.235510898,-4.194695026,-0.453415057,0.982971489,-9.309788112,4.161742806,-3.440803842,0.609595001,-7.238945261,-6.210055441,-7.883079231,-6.866650552,-3.127872959,2.15236491,11.55732858,0.467016339,3.457358986,-2.495773413,-0.85929089,-10.05751865,7.137091411,-4.499067903,-3.450547531,-0.99348101,0.088302374,-13.26971453,-3.688964576,2.963730242,-0.704562068,4.415915817,5.928916693,1.823033959,-8.354695618,6.146713853,-4.510770977,-7.558919579,-3.147949293,1.375683516,-8.189479858,-10.37336699,11.22344482,11.92246264,7.172045588
-5.232633824,9.46674172,-6.599857952,8.072462704,-9.271826752,37.27218191,14.31643619,-18.22963966,1.084280428,2.637485495,-16.15114297,-25.719673,2.822747111,7.772872068,-8.505326882,2.880186236,-7.84632581,-6.447962999,-16.53151686,-24.81890312,-19.03944521,-9.770285361,-7.047260389,8.217625733,-4.604552064,14.13336036,-7.719067134,12.57958439,-4.678559348,6.308577828,-14.43518688,4.412498917,2.337893773,-16.04023164,-5.995600697,20.70888903,-0.753887139,20.17355539,17.39149775,23.69257687,2.844407246,14.14887456,18.26002872,2.038601004,18.97591238,-4.926435292,-21.21765473,24.15023008,-13.42820514,1.451289144,21.57402144,-8.758623723,-13.7637696,19.9075355,-7.331686773,2.0736362,-6.669324525,-14.87522779,-3.178552493,5.898546586,17.34790227,-11.04451843,26.02522005,0.097161356,-24.70384687,-3.83882422,15.29062793,-0.100742899,-21.83256201,0.144896425,-10.79357507,-13.9354253,-3.514996611,-1.914277811,-14.34762011,-20.96994317,21.50401498,-15.98087529,12.93218916,-6.984295614,-17.94425812,-8.377042085,8.872611616,-1.640345722,-9.23786021,1.666401133,10.80404105,8.126909155,-9.001695007,-5.413350314,-29.17985059,-25.22580995,1.480172183,2.493043706,30.20835117,-10.94075482,-12.81924152,-2.745228853,6.055353254,2.539177477,8.759554327,-3.146010302,14.49677459,-7.755481824,1.528334873,4.332475595,-2.895396605,-12.73643474,14.73351699,-7.712603167,8.164750183,-6.021678176,17.12098825,40.39322393,-0.207951844,-12.01194376,-15.15478235,13.35875081,-16.0369497,-1.718401298,0.973316073,4.2937769,-18.22971519,9.812333122,7.469976539,20.04436249,-3.031084793,-31.31342868,-2.347591072,-5.51840262,20.27912425,-6.294707924,5.275724092,-18.33971048,-9.883302279,-1.642035276,-2.9709896,-13.98368226,-1.879372306,-10.96040296,9.448669077,10.06277736,-8.653393958,-31.82263261,14.57832005,4.112949379,15.55142409,20.40994471,-6.068131857,-19.31976938,-8.242882581,-8.007253995,4.169817774,-6.239293084,-8.140722245,18.18226978,-4.385328725,0.644398093,-17.94456893,1.606966123,-4.633971341,-11.06400891,-7.759759024,-3.281837352,-4.771891673,-29.47809616,-17.71309922,-5.624177821,-27.50776021,-36.1510099,-3.737794265,19.72204196,-19.22428786,27.34667137,-12.11810251,6.336008408,-27.66945183,33.89886793,-8.556468961,7.77076317,-3.697256578,-12.88334322,-47.30215364,11.35039955,-12.68875819,-6.336106765,26.38334612,-7.751657289,-1.336893922,-5.151297942,-0.471157003,0.776971996,-8.71898024,9.839314936,11.39201669,-25.15806532,-36.54478982,19.86815057,40.19390055,-0.297564336
3.011640802,4.856018156,-3.003411889,8.466812491,0.498102108,4.047761552,-1.562731273,-3.898842707,1.615084231,-1.819673952,-1.575229675,-1.8625398,-0.718493789,2.242266767,2.490003586,6.605725758,-2.051155865,3.847300321,-4.657897949,-0.211408034,-4.951142848,-1.961567099,-3.118560493,2.315057874,5.226402402,1.065263897,-0.615729928,5.547192127,-1.270178795,-4.762395144,-2.55767183,4.256713718,-0.462031186,1.725486012,-6.450007275,3.886731207,-2.567697808,7.957762349,-2.124413252,-1.114375353,-1.721015841,-1.436425507,4.142077357,1.19761692,0.033887237,2.384491205,-12.27146976,12.14593619,-0.589014873,-0.396418631,12.37399495,-11.04512081,-3.976413667,1.347694725,1.463364929,-0.032885076,-2.827525973,7.826175675,6.027596846,-2.532914102,8.777058989,-2.832795769,3.651067793,-1.125954211,-1.435365632,-1.706496954,1.130895138,-1.168969035,-3.400912166,-6.118763698,-6.842916818,1.240417778,-9.118212201,0.248672068,1.761257544,-5.491583702,6.19545503,-0.135048896,5.71201472,-7.675834216,-3.577790067,-5.619156122,5.434638739,-0.415741146,-4.681890965,-2.811639473,10.48346816,0.579409018,-8.1001544,-5.111376761,-3.922544107,-8.490544796,-2.481176674,10.81645727,6.286068022,2.97341606,-2.810774071,-6.155783087,3.294213623,-5.000460774,-0.960295334,1.548216164,0.988420427,5.938684441,-6.819467217,-2.873753697,1.045628741,-4.250223674,7.656784475,-0.898108333,2.911226794,-2.592700422,0.377616525,5.290527042,12.98091929,4.950153381,-4.496780813,-8.050172687,0.663293824,8.322036773,4.894396365,-2.808535069,-1.151188329,-1.542033583,-2.249389768,10.08618057,1.493439406,-7.713249244,-0.750381589,0.094263762,1.715332523,-2.301630735,3.635571957,-1.455041111,1.192509711,1.962992132,4.344620943,7.900636911,-2.308219314,2.003838331,-2.851546146,-0.592083067,-5.732937649,-4.435581684,-1.108827084,-6.260144293,7.834220737,11.06568539,-0.907863438,-7.832210422,-3.356585022,2.958632112,0.57123208,-4.586974699,-3.041314259,4.90192768,-4.450376809,-1.009604633,-4.410686433,-5.704408079,3.02204442,-7.294499397,-9.007923245,-4.808071241,1.116348207,-2.426955571,-3.105616868,-3.464453071,-5.255158305,-4.669440389,1.018475488,6.017349958,-2.099827543,15.73940301,1.865419284,-1.534786195,-3.076663375,4.689916812,-1.63799566,-2.029568315,5.06227304,-6.885657012,-9.464838326,-5.475291193,1.380139053,5.324659675,1.174172908,0.27192235,-3.286730103,3.663485408,-0.956273183,-4.08137168,-8.109702826,1.669045359,6.848051384,-1.305598229,-6.887807608,-0.805772841,6.922908247,0.555103302
